Unix time,low,high,open,close,volume
1632434400,44720.57,44785,44785,44720.57,0.48152935
1632434460,44774.33,44785,44785,44774.35,0.00066916
1632434520,44750.83,44785,44774.33,44753.74,0.00267831
1632434580,44753.72,44753.74,44753.72,44753.72,0.00066992
1632434640,44740.58,44785,44785,44748.74,0.00300902
1632434700,44748.72,44748.74,44748.72,44748.72,0.00067
1632434760,44785,44818.25,44785,44818.25,0.01411782
1632434820,44804.17,44818.25,44818.23,44804.19,0.00111494
1632434880,44804.17,44804.19,44804.17,44804.17,0.00066917
1632434940,44829.28,44841.15,44841.15,44829.3,0.00066832
1632435000,44829.28,44829.3,44829.28,44829.28,0.00066878
1632435060,44779.41,44779.43,44779.43,44779.41,0.00711575
1632435120,44821.19,44841.15,44823.83,44821.21,0.00178305
1632435180,44787.98,44841.15,44821.19,44788,0.02667569
1632435240,44787.98,44788,44788,44788,0.01466941
1632435300,44780.09,44841.15,44788,44792.95,0.01178443
1632435360,44788.43,44841.15,44792.93,44790.5,0.00267619
1632435420,44790.48,44790.5,44790.48,44790.48,0.00066938
1632435540,44574.87,44841.15,44841.15,44574.89,0.00537335
1632435600,44526.23,44574.89,44574.87,44526.25,0.00734571
1632435660,43000,44526.25,44526.23,43000,0.48086258
1632435720,44232,44232,44232,44232,0.00100138
1632435780,44232,44600,44232,44540.52,0.01380817
1632435840,44532.76,44600,44540.5,44532.76,0.02851531
1632435900,44590.02,44600,44600,44590.04,0.00067193
1632435960,44590.02,44602.19,44590.02,44602.19,0.0038115
1632436020,44602.17,44602.19,44602.17,44602.17,0.0006722
1632436080,44551.09,44666.06,44666.06,44551.11,0.00179419
1632436140,44551.09,44666.06,44551.09,44586.03,0.03903027
1632436200,44585.46,44841.15,44666.06,44585.48,0.03001354
1632436260,44585.46,44585.48,44585.46,44585.46,0.00167244
1632436320,44518.16,44841.15,44841.15,44526.17,0.00201626
1632436380,44526.15,44841.15,44526.15,44531.62,0.00503111
1632436500,44597.59,44841.15,44841.15,44597.59,0.0013429
1632436560,44653.51,44841.15,44841.15,44653.53,0.00067008
1632436620,44653.51,44653.53,44653.51,44653.51,0.00067142
1632436680,44709.88,44841.15,44841.15,44709.9,0.00066952
1632436740,44709.88,44841.15,44709.88,44713.99,0.00201058
1632436800,44741.79,44741.81,44741.79,44741.81,0.0004466
1632436860,44741.79,44741.81,44741.79,44741.79,0.0006701
1632436920,44841.15,44841.15,44841.15,44841.15,0.00201322
1632436980,44756.87,44841.15,44841.15,44756.89,0.00066904
1632437040,44745.2,44841.15,44756.87,44761.24,0.00267806
1632437100,44752.36,44841.15,44761.22,44752.38,0.0013389
1632437160,44752.36,44752.38,44752.36,44752.36,0.00066995
1632437220,44718.44,44841.15,44841.15,44718.46,0.00066943
1632437280,44718.44,44718.46,44718.44,44718.44,0.00067045
1632437400,44755.24,44841.15,44775.77,44755.26,6.6940563
1632437460,44755.24,44841.15,44755.24,44799.98,5.00200774
1632437520,44841.15,44880.01,44841.15,44879.99,0.98822552
1632437580,44765.67,44900,44765.67,44765.67,0.00111476
1632437760,44900,45000,44900,44931.29,0.00356119
1632437820,44877.31,45000,44931.27,44900.56,0.00266924
1632437880,44852.12,45000,44900.54,44852.14,0.00267002
1632437940,44824.82,45000,44852.12,44824.84,0.00267169
1632438000,44810.81,45000,44824.82,45000,0.00222748
1632438060,44682.91,45000,45000,44682.93,4.46178704
1632438120,44682.91,45000,44682.91,45000,0.00089279
1632438180,44695.84,45000,45000,44695.84,0.00161799
1632438240,44667.08,45000,45000,44667.1,0.00066916
1632438300,44634.75,45000,44667.08,44634.75,0.00201241
1632438360,44739.54,45000,45000,44739.56,0.00066844
1632438420,44726.99,45000,44739.54,44727.01,0.00133869
1632438480,44726.99,45000,44726.99,44810.95,0.00133803
1632438540,44810.93,45000,44810.93,44869.9,0.02488389
1632438600,44869.88,45000,44869.88,45000,0.00088929
1632438660,44748.79,44806.93,44806.93,44748.79,0.00404133
1632438780,44674.72,44712.48,44674.72,44712.48,0.0088112
1632438840,44675.42,44806.93,44712.46,44675.44,0.00268084
1632438900,44675.42,44806.93,44675.42,44739.33,0.00339767
1632438960,44739.31,44739.33,44739.31,44739.31,0.00067013
1632439080,44806.93,44807.35,44806.93,44807.33,0.00271024
1632439200,44817.93,44823.15,44817.93,44823.15,0.00158455
1632439260,44823.13,44823.15,44823.13,44823.13,0.00066887
1632439380,44813.45,45000,45000,44813.47,0.003781
1632439440,44813.45,44813.47,44813.45,44813.45,0.00066902
1632439500,44869.52,45000,45000,44869.54,0.00066714
1632439560,44845.17,45000,44869.52,44889.16,0.00267106
1632439620,44888.16,45000,44889.14,44888.18,0.00133487
1632439680,44888.16,45000,44888.16,45000,0.00288569
1632439740,44899.99,45000,45000,44899.99,0.00133457
1632439800,44834.65,45000,45000,44834.67,0.45975225
1632439860,44834.65,45000,44834.65,44870.82,0.00133586
1632439920,44870.8,44870.82,44870.8,44870.8,0.00066818
1632439980,44886.78,45000,45000,44886.78,0.00133492
1632440040,44889.16,45000,45000,44889.16,0.00133487
1632440100,44890.94,45000,45000,44890.94,0.00133482
1632440160,44873.87,45000,45000,44873.89,0.00350513
1632440220,44873.87,45000,44873.87,44893.92,0.00200284
1632440280,44865.35,45000,45000,44876.4,0.00644472
1632440340,44876.38,44876.4,44876.38,44876.38,0.00066809
1632440460,44862.99,45000,45000,44863.01,0.00200207
1632440520,44862.99,45000,44862.99,44885.23,0.00200327
1632440580,44894.64,45000,45000,44894.64,0.00355771
1632440700,44884.63,45000,45000,44896.14,0.00200185
1632440760,44889.18,45000,44896.12,44889.18,0.00200266
1632440880,44379,44894.08,44894.08,44379,0.00444744
1632440940,44779,44803.08,44779,44803.08,0.00144598
1632441000,44803.06,44803.08,44803.06,44803.06,0.00066917
1632441060,44865.63,44894.08,44894.08,44874.28,0.00311775
1632441120,44863.17,44894.08,44874.26,44863.19,0.00133584
1632441180,44863.17,45000,44863.17,44865.94,0.00711835
1632441240,44865.92,45000,44865.92,44870.37,0.00200356
1632441300,44871.52,45000,45000,44889.1,0.00200223
1632441360,44889.08,45000,44889.08,44889.98,0.00200273
1632441420,44897,45000,45000,44897,0.00133467
1632441480,44893.57,45000,45000,44893.59,0.00288468
1632441540,44886.04,45000,44893.57,44895.69,0.00489263
1632441600,44881.08,44895.74,44895.67,44895.5,0.00267076
1632441660,44895.48,44909.75,44895.48,44909.75,0.00183224
1632441720,44894.62,44909.75,44909.73,44894.64,0.00111266
1632441780,44894.62,45000,44894.62,45000,0.0028856
1632441840,44843.75,45000,44892.72,44845.49,0.00356013
1632441900,44843.75,44944.68,44857.78,44843.75,0.00666817
1632441960,44958.65,44958.67,44958.65,44958.65,0.0011113
1632442020,44975.2,44989.38,44975.2,44989.36,0.0036502
1632442080,45000,45000,45000,45000,0.00221778
1632442140,44849.99,44964.69,44964.69,44850.01,0.00422038
1632442200,44788.79,44964.69,44849.99,44788.79,0.00659069
1632442320,44945.36,44945.38,44945.36,44945.38,0.00044458
1632442380,44945.36,44945.38,44945.36,44945.36,0.00066707
1632442440,44646,44646,44646,44646,0.00221778
1632442620,44935.86,44935.88,44935.86,44935.86,0.00111185
1632442680,44867.13,44951.95,44867.13,44891.11,0.00622289
1632442740,44825.52,44951.95,44891.09,44825.54,0.0037858
1632442800,44825.52,44825.54,44825.52,44825.52,0.00178347
1632442860,44820.85,44951.95,44951.95,44820.85,0.00133679
1632442980,44800.23,44810.01,44810.01,44800.25,0.00230211
1632443040,44800.23,44951.95,44800.23,44811.21,0.00200624
1632443100,44803.64,44951.95,44951.95,44829.04,0.00200499
1632443160,44810.46,44951.95,44829.02,44810.48,0.00248859
1632443220,44810.46,44964.69,44810.46,44964.69,0.00222655
1632443280,44866.18,44979.99,44964.69,44870.91,0.00422717
1632443340,44870.89,44979.99,44870.89,44900.01,0.00155704
1632443400,44899.99,44900.01,44899.99,44899.99,0.00066773
1632443520,44836.9,44979.99,44979.99,44836.9,0.00133625
1632443580,44979.99,44995.06,44979.99,44995.06,0.00221835
1632443640,44773.6,44995.06,44995.06,44773.62,0.00986644
1632443700,44735.63,45000,44773.6,44735.65,0.00133812
1632443760,44735.63,44735.65,44735.63,44735.63,0.00067019
1632443820,44739.23,45000,45000,44739.23,0.00133857
1632443880,44729.99,45000,45000,44730.01,0.00423659
1632443940,44729.99,45000,44729.99,44745.91,0.0020087
1632444000,44781.16,45000,45000,44781.16,0.00133752
1632444060,44787.59,45000,44789.58,44787.61,0.00178346
1632444120,44787.59,44787.61,44787.59,44787.59,0.00066941
1632444180,44282.69,44646,44646,44282.69,0.00221835
1632444300,44846.48,45000,45000,44846.5,0.00066738
1632444360,44833.69,45000,44846.48,44833.69,0.00200476
1632444480,44770.72,44854.93,44854.93,44770.72,0.00385825
1632444540,44282.69,44854.93,44769.63,44730.87,0.00289912
1632444600,44727.22,44854.93,44730.85,44730.54,0.00379692
1632444660,44700,44854.93,44730.52,44700.02,0.00381764
1632444720,44700,44700.02,44700,44700,0.00067073
1632444960,44678.61,44691.03,44678.61,44691.01,0.00323579
1632445020,44654.36,44854.93,44854.93,44654.38,0.00067001
1632445080,44654.36,44854.93,44654.36,44657.92,0.00201275
1632445200,44691.61,44702.16,44702.16,44691.63,0.0006704
1632445260,44691.61,44854.93,44691.61,44705.51,0.00389054
1632445320,44689.97,44854.93,44705.49,44689.99,0.01231391
1632445380,44689.97,44710.61,44689.97,44710.61,0.00111779
1632445440,44699.69,44854.93,44710.59,44699.69,0.00201086
1632445560,44707.17,44854.93,44854.93,44707.19,0.0020094
1632445620,44707.17,44854.93,44707.17,44716.65,0.00201048
1632445680,44713.08,44713.1,44713.08,44713.08,0.0011174
1632445740,44738.98,44854.93,44854.93,44739.72,0.00223085
1632445800,44738.39,44739.72,44739.7,44738.4,0.00133989
1632445860,44738.39,44854.93,44738.39,44854.93,0.00251336
1632445920,44772.54,45000,44772.54,44787.79,0.00178418
1632445980,44771.32,45000,44787.77,44771.34,0.00133753
1632446040,44771.32,44771.34,44771.32,44771.32,0.00224565
1632446100,44282.69,44282.69,44282.69,44282.69,0.00022582
1632446160,45000,45000,45000,45000,0.00201322
1632446220,44668.77,45000,45000,44675.4,0.00417914
1632446280,44675.38,45000,44675.38,44675.6,0.00134017
1632446340,44656.08,45000,44675.58,44656.08,0.00335386
1632446400,44647,45000,44647,44649.56,0.00292562
1632446460,44584.98,45000,44649.54,44601.29,0.01637134
1632446520,44588.89,45000,44601.27,44588.89,0.00201455
1632446580,44623.73,44623.75,44623.73,44623.73,0.00111965
1632446640,44625.67,45000,45000,44627.95,0.00201098
1632446700,44627.93,44627.95,44627.93,44627.93,0.00067181
1632446760,44672.55,44672.57,44672.55,44672.55,0.00111843
1632446820,44679.06,45000,45000,44679.06,0.00134007
1632446880,44658.19,44658.21,44658.19,44658.19,0.00274534
1632446940,44282.69,45048,45000,44672.58,0.08220361
1632447000,44672.56,44672.58,44672.56,44672.56,0.00067114
1632447060,44608.76,45048,45048,44608.78,0.00201069
1632447120,44608.76,45416.69,44608.76,44641.05,0.07269391
1632447360,44631.11,45423.44,44631.11,44656.32,0.0113386
1632447480,44669.67,45423.44,45423.44,44669.67,0.00133825
1632447540,44716.68,45423.44,45423.44,44716.7,0.00089023
1632447600,44684.8,45423.44,44716.68,44684.82,0.01267494
1632447660,44680.64,44696.49,44684.8,44696.49,0.01112756
1632447720,44696.47,44696.49,44696.47,44696.47,0.00067078
1632447780,44700,45423.44,44700,44730.01,0.01668965
1632447840,44723.38,45423.44,44729.99,44723.38,0.00327491
1632447900,44706.93,45431.31,45423.44,45431.31,0.01155627
1632447960,44678.65,45431.31,45431.31,44678.65,0.00133799
1632448020,44649.15,45431.31,45431.31,44649.15,0.00335193
1632448080,44613.26,45431.31,45431.31,44621.15,0.00200712
1632448140,44621.13,45431.31,44621.13,44628.63,0.01133934
1632448200,44628.61,45431.31,44628.61,44757.25,0.00200781
1632448260,44385,44385,44385,44385,0.0002253
1632448380,44751.63,45442.13,45431.31,45442.13,0.01155583
1632448440,44684.96,45466.37,45442.13,44684.96,0.0115566
1632448500,44539.45,45466.37,45466.37,44539.47,0.47393041
1632448560,44539.45,44539.47,44539.45,44539.45,0.00067315
1632448620,44544.02,45466.37,45466.37,44544.04,0.00178956
1632448680,44481.05,45466.37,44544.02,44481.07,0.01357194
1632448740,44455.43,45466.37,44481.05,44455.43,0.00201747
1632448800,43835.39,44433.23,44433.23,43835.39,0.09917214
1632448860,44506.07,45466.37,45466.37,44506.09,0.0106685
1632448920,44478.36,45477.75,44506.07,45477.75,0.0340297
1632448980,44449.99,45477.75,45477.75,44452.18,0.00201252
1632449040,44417.19,45477.75,44452.16,44417.19,0.035137411632449220,44436.58,45477.75,44439.48,44436.6,0.00412842
1632449280,44436.58,45477.75,44436.58,44460.08,0.00246768
1632449340,44460.06,44460.08,44460.06,44460.06,0.00067435
1632449400,44470.73,45477.75,45477.75,44470.73,0.00134299
1632449460,45477.75,45477.75,45477.75,45477.75,0.00201322
1632449520,44490.23,45477.75,45477.75,44490.25,0.00201063
1632449580,44487.15,45477.75,44490.23,44487.15,0.00201647
1632449820,44432.02,45477.75,45477.75,44432.02,0.00134397
1632449880,43835.39,45477.75,45477.75,43835.39,0.02
1632449940,44496.72,44510.72,44496.72,44510.7,0.00295899
1632450120,44511,45477.75,44511,44519.76,0.01079076
1632450180,44517.54,45477.75,44519.74,44517.56,0.00134177
1632450240,44508.71,45477.75,44517.54,44508.73,0.00268383
1632450300,44503.43,45477.75,44508.71,44503.43,0.00201578
1632450360,44440.98,44444.51,44444.51,44440.98,0.00134884
1632450420,44422.41,44444.51,44444.51,44422.41,0.00134932
1632450480,43835.39,44444.51,44444.51,44417.38,0.00357516
1632450600,43835.39,45477.75,44444.51,44397.1,0.02134484
1632450660,44425.67,45477.75,44440.57,44425.69,0.00179352
1632450720,44425.67,44425.69,44425.67,44425.67,0.00067487
1632450840,43835.39,45477.75,45477.75,43835.39,0.00244691
1632450900,44381.31,45477.75,45477.75,45477.75,0.55831875
1632450960,44378.29,45477.75,44378.29,44427.4,0.00157042
1632451020,44344.91,45477.75,44427.42,44344.93,0.00515333
1632451080,44344.91,44344.93,44344.91,44344.91,0.00067609
1632451140,44397.94,44397.94,44397.94,44397.94,0.00022523
1632451200,44397.94,45477.75,44397.96,45477.75,0.00111961
1632451260,44442.81,44443.57,44443.57,44442.81,0.00135002
1632451320,43835.39,45477.75,44442.83,44457.83,0.01178763
1632451380,44415.02,45477.75,44457.81,44415.04,0.01134375
1632451440,44415.02,45477.75,44415.02,45477.75,0.00223885
1632451560,44397.81,45477.75,45477.75,44416.6,0.00394185
1632451620,44416.58,44416.6,44416.58,44416.58,0.00067501
1632451680,44446.08,45477.75,45477.75,45477.75,0.00156311
1632451920,44354.79,45477.75,44354.79,45477.75,0.00156471
1632451980,43835.39,43835.39,43835.39,43835.39,0.00225457
1632452040,44366.09,44366.09,44366.09,44366.09,0.00022539
1632452100,44342.5,45477.75,44366.11,44362.56,0.0026919
1632452160,44362.56,44362.58,44362.58,44362.56,0.00090084
1632452220,43835.39,43835.39,43835.39,43835.39,0.00283647
1632452280,43835.39,45477.75,43835.39,44407.72,0.00269659
1632452340,44394.64,45477.75,44407.74,44431.32,0.00291405
1632452400,44431.3,45477.75,44431.3,45477.75,0.00089427
1632452580,44453.91,45477.75,44453.91,45477.75,0.00274549
1632452640,45477.75,45477.75,45477.75,45477.75,0.00219448
1632452940,44552.31,45477.75,45477.75,44552.31,0.00263842
1632453000,44552.31,45477.75,44552.33,44564.19,0.00223764
1632453060,44544.42,45477.75,45477.75,44544.42,0.00134114
1632453120,44544.21,44544.21,44544.21,44544.21,0.00022449
1632453180,44544.21,44544.23,44544.23,44544.21,0.00089716
1632453240,44530.08,44556.13,44530.08,44552.19,0.00291672
1632453300,44513.26,44556.13,44552.17,44513.27,0.0026922
1632453360,44513.26,44513.27,44513.26,44513.27,0.00089778
1632453420,44504.99,44513.27,44513.27,44504.99,0.00134689
1632453480,44492.23,45477.75,44513.27,44492.23,0.00355682
1632453600,44532.73,45477.75,45477.75,45477.75,0.00156093
1632453660,44500.37,45477.75,45477.75,44544.89,0.00156632
1632453720,44491.46,44491.48,44491.46,44491.46,0.00112298
1632453840,44475.91,45477.75,45477.75,44475.91,0.00246664
1632453900,43835.39,45478,45477.75,43835.39,0.02156213
1632454020,44561.39,45500,45500,44561.41,0.00066778
1632454080,44561.39,45500,44561.39,44569.45,0.28653269
1632454140,44569.43,44569.45,44569.43,44569.43,0.00067268
1632454200,40766,44601.41,43835.39,44567.27,2.8966091
1632454260,44567.27,45360,44567.29,44569.19,0.00156446
1632454320,44569.19,44569.21,44569.21,44569.19,0.00089666
1632454380,44558.71,44558.73,44558.71,44558.71,0.00112128
1632454560,44476.1,44559,44509.7,44476.1,0.00157137
