Unix time,low,high,open,close,volume
1632520800,42600,46440,42800,46440,0.00269178
1632520860,42600,46224,42600,42931.17,0.00272065
1632520920,42400,46224,42600,46224,0.0027045
1632520980,42400,46200,42400,42916.62,0.00543781
1632521040,42600,46400,42600,46400,0.00471616
1632521100,42800,46440,42800,46440,0.00269242
1632521160,42800,46440,42800,46440,0.002691481632521160,42800,46440,42800,46440,0.00269148
1632521220,42600,46440,42800,42833.89,0.00271999
1632521280,42812.48,46224,42812.48,46224,0.00269706
1632521340,42800,46440,42812.48,46440,0.00686276
1632521400,42800,46440,42800,46440,0.0047047
1632521460,42400,46468.08,42800,46440,0.04344581
1632521520,42200,46008,42400,45792,0.0027213
1632521580,42200,45792,42200,45792,0.00490906
1632521640,42000,45792,42200,42956.7,0.00274806
1632521700,42000,45576,42000,45576,0.00475582
1632521760,42000,45576,42000,45576,0.0027426
1632521820,42000,45700,42000,45700,0.00273851
1632521880,42200,45700,42200,45700,0.00273228
1632521940,42200,45792,42200,45792,0.00273574
1632522000,42971.11,45792,42971.11,45792,0.00270414
1632522060,42200,45792,42971.11,45792,0.00272126
1632522120,42200,45792,42200,45792,0.00272964
1632522180,42000,45792,42200,45576,0.00273845
1632522240,42000,45576,42000,45576,0.00492202
1632522300,42000,45576,42000,45576,0.0027426
1632522360,42000,45576,42000,45576,0.0027426
1632522420,42000,45700,42000,45700,0.0027402
1632522480,42200,45900,42200,42887.48,0.00585351
1632522540,42400,45900,42400,45900,0.00271986
1632522600,42400,46008,42400,42856.06,0.00273358
1632522660,42400,46100,42400,46100,0.0027168
1632522720,42400,46100,42400,46100,0.00270866
1632522780,42600,46200,42600,46200,0.00270664
1632522840,42600,46200,42600,46200,0.00271456
1632522900,42852.57,46224,42854.75,46224,0.00269611
1632522960,42852.57,46224,42852.57,46224,0.00269574
1632523020,42400,46224,42852.57,46008,0.00618454
1632523080,42400,46008,42400,46008,0.00489815
1632523140,42400,46224,42400,46224,0.00271666
1632523200,42400,46300,42400,46300,0.00269888
1632523260,42800,46400,42800,46400,0.00269473
1632523320,42600,46400,42800,46224,0.00271526
1632523380,42600,46224,42600,46224,0.00270408
1632523440,42400,46224,42600,46008,0.00270896
1632523500,42200,46008,42400,45769.11,0.00419349
1632523560,42200,45792,42200,45792,0.00272964
1632523620,42200,45792,42200,42200,0.00251166
1632523680,42200,45792,42970.79,45792,0.00275982
1632523740,42000,45792,42200,45576,0.00273403
1632523800,42000,45576,42000,45553.22,0.00445511
1632523860,42000,45576,42000,45576,0.0027426
1632523920,42000,45576,42000,45576,0.0027426
1632523980,42000,45576,42000,45576,0.0027426
1632524040,42000,45700,42000,45700,0.00273663
1632524100,42200,45792,42200,45792,0.00273212
1632524160,42200,45792,42200,45792,0.00272964
1632524220,42200,45792,42200,45792,0.00272901
1632524280,43066.85,45792,43066.85,45792,0.00270102
1632524340,42200,45792,43066.85,45792,0.00372647
1632524400,42000,45792,42200,45576,0.00273688
1632524460,42000,45576,42000,45576,0.0027426
1632524520,42000,45576,42000,45576,0.0027426
1632524580,42000,45576,42000,45576,0.0027426
1632524640,42000,45576,42000,45576,0.00366884
1632524700,42000,45700,42000,45700,0.00445917
1632524760,42200,45700,42200,45700,0.00273228
1632524820,42200,46008,42200,46008,0.00272977
1632524880,42200,46008,42200,46008,0.00271792
1632524940,42400,46224,42400,46224,0.00271355
1632525000,42600,46440,42600,46440,0.00269376
1632525060,42800,46440,42800,46440,0.00269148
1632525120,42600,46440,42800,46224,0.00269611
1632525180,42600,46224,42600,46224,0.00270408
1632525240,42400,46224,42600,46008,0.00271108
1632525300,42400,46008,42400,46008,0.02573227
1632525360,42400,46008,42400,46008,0.0027168
1632525420,42400,46400,42400,46400,0.00270616
1632525480,42800,46400,42800,46400,0.00269262
